custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
6748-SBHSWH-5YE,1.00,1.00,1.00,45.00,4.00,March,18.00,4.00,6.00,0.00,17.00,5.00,0.00,140.00,4.94,5.00,8.70,2.81,1.03,9.37,2.24,0.00,3.00,0.00,-1.00,-1.00,4.00,6.00,1.00,1.00,0.00,0.00,0.00,0.00,4.00,1.00,1.00,25.00,4.00,3.00,1.00,1.00,77.20,3.00,0.00,1.00,1.00,1.00,24.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4.00,0.00,0.00,1.00,1.00,3.00,2.00,1.00,21.00,5.00,4.00,2.00,3.00,0.00,22.00,5.00,13.00,683.16,1.00,37.09,0.00,2.00,47.00,1.00,9.65,2.27,481.65,6.18,1.00,37.25,3.62,1725.90,7.45,1.00,79.45,4.38,3586.25,8.18,1.00,19.25,2.96,870.00,6.77,1.00,79.05,4.37,3649.95,8.20,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,26.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00
0707-GXMTZS-HUH,1.00,2.00,0.00,76.00,6.00,September,12.00,2.00,2.00,1.00,19.00,5.00,1.00,14.00,2.64,1.00,3.70,0.16,-1.86,0.36,-1.02,0.00,2.00,1.00,12.00,2.00,2.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,38.00,5.00,1.00,0.00,0.00,8.00,1.00,0.00,0.00,4.00,3.00,17.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,9.00,5.00,0.00,0.00,0.00,3.00,4.00,4.00,0.00,36.00,5.00,4.00,3.00,2.00,1.00,27.00,5.00,12.00,260.10,6.00,165.58,0.00,2.00,68.00,0.00,17.80,2.88,1307.25,7.18,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,1.00,27.50,3.31,1865.00,7.53,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,22.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
9099-FFFQAY-E5L,5.00,3.00,0.00,27.00,3.00,September,10.00,1.00,6.00,0.00,6.00,3.00,0.00,24.00,3.18,1.00,17.60,2.24,0.81,1.99,0.69,1.00,2.00,0.00,-1.00,-1.00,5.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,6.00,2.00,3.00,1.00,1.00,12.00,1.00,1.00,0.00,1.00,1.00,26.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,9.00,6.00,1.00,0.00,1.00,2.00,2.00,3.00,0.00,3.00,2.00,3.00,3.00,1.00,0.00,4.00,2.00,13.00,547.47,8.00,353.21,1.00,1.00,9.00,0.00,4.30,1.46,39.20,3.67,1.00,23.25,3.15,190.80,5.25,0.00,0.00,#NULL!,0.00,#NULL!,1.00,11.50,2.44,100.00,4.61,1.00,18.55,2.92,174.50,5.16,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,21.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
4379-AXDMBJ-ZW4,4.00,4.00,1.00,51.00,5.00,May,16.00,3.00,5.00,0.00,26.00,5.00,0.00,203.00,5.31,5.00,19.60,12.37,2.52,27.41,3.31,1.00,5.00,1.00,16.00,3.00,2.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,10.00,3.00,3.00,1.00,1.00,83.50,3.00,0.00,0.00,1.00,1.00,28.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,9.00,2.00,0.00,1.00,1.00,4.00,4.00,2.00,0.00,10.00,3.00,1.00,4.00,4.00,0.00,6.00,3.00,7.00,353.53,8.00,337.99,1.00,1.00,16.00,1.00,6.05,1.80,97.70,4.58,1.00,29.00,3.37,449.35,6.11,1.00,44.60,3.80,699.70,6.55,1.00,18.50,2.92,265.00,5.58,1.00,57.00,4.04,780.20,6.66,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,17.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
9115-KVYZEP-B7Q,1.00,2.00,0.00,59.00,5.00,December,11.00,1.00,6.00,0.00,34.00,5.00,1.00,79.00,4.37,4.00,33.20,2.39,0.87,23.84,3.17,0.00,5.00,0.00,-1.00,-1.00,1.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,17.00,4.00,3.00,1.00,1.00,32.80,2.00,0.00,1.00,1.00,1.00,20.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,9.00,3.00,0.00,0.00,1.00,2.00,4.00,4.00,0.00,21.00,5.00,5.00,2.00,2.00,0.00,16.00,5.00,19.00,361.41,3.00,48.58,1.00,2.00,41.00,0.00,10.20,2.32,397.00,5.98,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,20.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
0682-JUKJXV-J8M,3.00,1.00,1.00,32.00,3.00,May,13.00,2.00,1.00,0.00,1.00,1.00,0.00,62.00,4.13,3.00,12.60,1.61,0.48,6.20,1.82,1.00,1.00,1.00,13.00,2.00,3.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,8.00,3.00,2.00,1.00,1.00,24.60,2.00,0.00,0.00,1.00,1.00,27.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,9.00,4.00,1.00,0.00,0.00,2.00,3.00,3.00,0.00,12.00,4.00,3.00,2.00,4.00,1.00,10.00,3.00,10.00,204.61,6.00,162.75,1.00,1.00,38.00,1.00,8.60,2.15,329.85,5.80,0.00,0.00,#NULL!,0.00,#NULL!,1.00,34.20,3.53,1269.05,7.15,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,26.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
6584-OXUOQX-XLL,3.00,3.00,1.00,46.00,4.00,July,16.00,3.00,1.00,0.00,9.00,3.00,0.00,30.00,3.40,2.00,1.90,0.03,-3.58,0.54,-0.61,0.00,2.00,0.00,-1.00,-1.00,1.00,12.00,1.00,0.00,0.00,0.00,3.00,0.00,8.00,1.00,3.00,21.00,4.00,1.00,0.00,0.00,12.10,1.00,1.00,1.00,4.00,3.00,24.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,5.00,0.00,0.00,0.00,5.00,4.00,1.00,0.00,7.00,3.00,3.00,4.00,3.00,0.00,7.00,3.00,7.00,108.96,0.00,0.00,1.00,3.00,28.00,0.00,7.80,2.05,195.85,5.28,0.00,0.00,#NULL!,0.00,#NULL!,1.00,33.05,3.50,772.70,6.65,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,2.00,1.00,0.00,1.00,0.00,0.00,1.00,25.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
2370-SDAXRA-MZA,2.00,3.00,1.00,75.00,6.00,September,13.00,2.00,5.00,0.00,35.00,5.00,1.00,22.00,3.09,1.00,8.70,0.34,-1.08,1.58,0.45,0.00,5.00,1.00,10.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,47.00,5.00,4.00,1.00,0.00,10.80,1.00,0.00,1.00,1.00,1.00,28.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,9.00,4.00,0.00,0.00,0.00,3.00,4.00,4.00,0.00,40.00,5.00,2.00,2.00,2.00,0.00,30.00,5.00,11.00,205.31,2.00,36.45,1.00,2.00,72.00,0.00,36.75,3.60,2635.15,7.88,1.00,52.75,3.97,3764.80,8.23,0.00,0.00,#NULL!,0.00,#NULL!,1.00,53.75,3.98,3860.00,8.26,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,23.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
8266-FRTLWJ-0DV,4.00,1.00,1.00,28.00,3.00,September,11.00,1.00,2.00,0.00,1.00,1.00,0.00,15.00,2.71,1.00,11.40,0.78,-0.25,0.93,-0.07,0.00,1.00,1.00,11.00,1.00,4.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,1.00,4.00,7.00,2.00,3.00,1.00,0.00,7.10,1.00,0.00,0.00,1.00,1.00,15.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,5.00,1.00,0.00,0.00,2.00,3.00,1.00,0.00,10.00,3.00,3.00,1.00,2.00,0.00,10.00,3.00,7.00,138.07,4.00,61.51,1.00,3.00,65.00,0.00,12.80,2.55,844.90,6.74,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,1.00,34.50,3.54,2115.00,7.66,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,21.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
6989-FAVLSU-F2E,5.00,3.00,1.00,76.00,6.00,August,13.00,2.00,6.00,0.00,38.00,5.00,1.00,20.00,3.00,1.00,8.20,0.20,-1.63,1.44,0.37,0.00,5.00,0.00,-1.00,-1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,21.00,4.00,4.00,1.00,1.00,5.10,1.00,1.00,0.00,1.00,1.00,31.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,4.00,0.00,0.00,0.00,2.00,4.00,3.00,0.00,34.00,5.00,3.00,3.00,1.00,0.00,24.00,5.00,9.00,450.85,5.00,334.82,0.00,2.00,65.00,0.00,26.65,3.28,1681.40,7.43,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,1.00,30.25,3.41,1985.00,7.59,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,20.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
7275-NTATAS-Q5B,4.00,3.00,1.00,57.00,5.00,December,11.00,1.00,3.00,0.00,23.00,5.00,0.00,75.00,4.32,4.00,9.20,3.42,1.23,3.48,1.25,0.00,5.00,0.00,-1.00,-1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,18.00,4.00,1.00,1.00,1.00,39.90,2.00,1.00,0.00,4.00,3.00,24.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,9.00,5.00,0.00,0.00,0.00,4.00,3.00,4.00,0.00,25.00,5.00,2.00,3.00,4.00,0.00,22.00,5.00,7.00,127.81,1.00,17.88,1.00,2.00,59.00,0.00,10.05,2.31,618.40,6.43,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,1.00,16.25,2.79,940.00,6.85,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,21.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
8352-CUJWGY-KS0,3.00,3.00,1.00,24.00,2.00,March,18.00,4.00,3.00,0.00,0.00,1.00,0.00,35.00,3.56,2.00,19.30,3.67,1.30,3.09,1.13,0.00,1.00,1.00,15.00,3.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,3.00,2.00,3.00,1.00,1.00,13.80,1.00,0.00,0.00,1.00,1.00,34.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,4.00,0.00,0.00,0.00,1.00,3.00,2.00,0.00,5.00,2.00,3.00,3.00,2.00,0.00,4.00,2.00,8.00,320.58,3.00,91.52,1.00,1.00,11.00,1.00,6.00,1.79,70.40,4.25,0.00,0.00,#NULL!,0.00,#NULL!,1.00,29.10,3.37,287.15,5.66,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,15.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
7201-MHZOOH-HAG,1.00,1.00,1.00,77.00,6.00,November,15.00,3.00,5.00,0.00,34.00,5.00,1.00,41.00,3.71,2.00,16.10,3.02,1.11,3.58,1.27,0.00,5.00,1.00,13.00,2.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,36.00,5.00,1.00,1.00,1.00,17.70,1.00,0.00,1.00,1.00,1.00,21.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,5.00,0.00,0.00,1.00,3.00,2.00,2.00,1.00,38.00,5.00,5.00,2.00,1.00,0.00,29.00,5.00,3.00,59.68,7.00,113.35,0.00,2.00,71.00,0.00,33.50,3.51,2407.00,7.79,1.00,31.25,3.44,2236.60,7.71,1.00,51.10,3.93,3597.95,8.19,1.00,25.00,3.22,1785.00,7.49,1.00,46.15,3.83,3222.35,8.08,1.00,0.00,1.00,2.00,1.00,0.00,1.00,1.00,0.00,1.00,17.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00
7114-PVNDDF-M7E,5.00,4.00,1.00,69.00,6.00,August,15.00,3.00,2.00,0.00,5.00,2.00,1.00,14.00,2.64,1.00,6.30,0.15,-1.88,0.73,-0.32,0.00,1.00,1.00,13.00,2.00,2.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,2.00,38.00,5.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,3.00,2.00,32.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,9.00,3.00,0.00,0.00,0.00,3.00,2.00,1.00,0.00,28.00,5.00,5.00,3.00,3.00,1.00,20.00,5.00,18.00,406.75,6.00,119.74,0.00,3.00,53.00,0.00,9.75,2.28,480.90,6.18,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,1.00,8.50,2.14,495.00,6.20,0.00,0.00,#NULL!,0.00,#NULL!,1.00,1.00,0.00,2.00,1.00,0.00,0.00,0.00,1.00,1.00,21.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1068-MWHNDT-1WC,5.00,4.00,0.00,68.00,6.00,January,22.00,5.00,6.00,0.00,25.00,5.00,1.00,32.00,3.47,2.00,6.40,0.47,-0.76,1.58,0.46,0.00,2.00,0.00,-1.00,-1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,32.00,5.00,3.00,1.00,0.00,16.80,1.00,0.00,0.00,1.00,1.00,29.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,9.00,4.00,0.00,0.00,0.00,4.00,1.00,1.00,1.00,22.00,5.00,1.00,1.00,1.00,0.00,13.00,4.00,8.00,189.64,6.00,123.55,0.00,2.00,41.00,1.00,12.95,2.56,567.50,6.34,1.00,39.50,3.68,1608.35,7.38,1.00,75.40,4.32,2901.70,7.97,1.00,15.00,2.71,510.00,6.23,1.00,119.10,4.78,4748.90,8.47,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,19.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00
8629-HYFVOR-FTL,3.00,5.00,1.00,61.00,5.00,September,8.00,1.00,2.00,0.00,9.00,3.00,0.00,25.00,3.22,2.00,6.60,1.20,0.18,0.45,-0.80,0.00,3.00,0.00,-1.00,-1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,3.00,2.00,3.00,0.00,1.00,19.90,1.00,0.00,1.00,1.00,1.00,31.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,9.00,6.00,1.00,0.00,0.00,5.00,4.00,3.00,0.00,27.00,5.00,3.00,3.00,2.00,1.00,21.00,5.00,10.00,185.38,3.00,57.25,1.00,2.00,54.00,0.00,13.30,2.59,706.10,6.56,1.00,35.75,3.58,1824.70,7.51,0.00,0.00,#NULL!,0.00,#NULL!,1.00,21.50,3.07,1190.00,7.08,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,15.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0804-IGMRBV-4TS,5.00,4.00,1.00,36.00,4.00,February,16.00,3.00,6.00,0.00,9.00,3.00,0.00,21.00,3.04,1.00,5.80,0.75,-0.29,0.47,-0.76,1.00,5.00,1.00,12.00,2.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,11.00,3.00,1.00,1.00,1.00,9.40,1.00,1.00,1.00,1.00,1.00,14.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,4.00,0.00,0.00,0.00,2.00,3.00,1.00,0.00,2.00,2.00,3.00,1.00,3.00,0.00,4.00,2.00,10.00,171.84,8.00,144.70,1.00,1.00,14.00,1.00,3.10,1.13,37.60,3.63,1.00,15.00,2.71,198.70,5.29,1.00,37.40,3.62,492.05,6.20,1.00,8.00,2.08,105.00,4.65,1.00,22.90,3.13,277.10,5.62,1.00,1.00,0.00,2.00,1.00,0.00,1.00,1.00,1.00,1.00,20.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
6522-HZJXBL-K1X,4.00,1.00,1.00,33.00,3.00,December,15.00,3.00,1.00,0.00,3.00,2.00,0.00,35.00,3.56,2.00,5.40,0.70,-0.36,1.19,0.18,0.00,2.00,0.00,-1.00,-1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,5.00,2.00,4.00,1.00,0.00,13.50,1.00,1.00,0.00,1.00,1.00,16.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,9.00,5.00,0.00,0.00,0.00,3.00,2.00,2.00,0.00,15.00,4.00,2.00,1.00,2.00,0.00,15.00,4.00,4.00,98.52,6.00,167.99,0.00,1.00,54.00,0.00,20.90,3.04,1139.15,7.04,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,1.00,7.50,2.01,370.00,5.91,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,20.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2346-XOLOPT-KCY,2.00,1.00,1.00,55.00,5.00,February,15.00,3.00,5.00,0.00,32.00,5.00,0.00,95.00,4.55,4.00,4.60,1.51,0.41,2.86,1.05,0.00,5.00,0.00,-1.00,-1.00,1.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,2.00,25.00,4.00,3.00,1.00,0.00,40.10,3.00,0.00,0.00,1.00,1.00,27.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,4.00,3.00,2.00,0.00,32.00,5.00,2.00,1.00,2.00,0.00,24.00,5.00,15.00,466.51,3.00,90.14,1.00,2.00,65.00,0.00,33.45,3.51,2100.55,7.65,1.00,35.50,3.57,2216.45,7.70,1.00,55.25,4.01,3659.05,8.20,1.00,21.50,3.07,1365.00,7.22,1.00,77.40,4.35,4934.20,8.50,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,15.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00
6246-GQGGGZ-BIB,2.00,4.00,1.00,64.00,5.00,November,20.00,5.00,2.00,0.00,7.00,3.00,0.00,72.00,4.28,3.00,9.10,3.98,1.38,2.57,0.94,0.00,5.00,1.00,18.00,4.00,2.00,6.00,0.00,0.00,0.00,0.00,2.00,0.00,4.00,0.00,2.00,16.00,4.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,10.00,5.00,32.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,9.00,2.00,0.00,0.00,1.00,4.00,2.00,4.00,0.00,17.00,5.00,1.00,1.00,1.00,0.00,14.00,4.00,5.00,63.51,3.00,54.38,1.00,3.00,33.00,1.00,7.35,1.99,283.80,5.65,1.00,32.50,3.48,1011.50,6.92,0.00,0.00,#NULL!,0.00,#NULL!,1.00,17.25,2.85,530.00,6.27,1.00,27.15,3.30,966.40,6.87,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,16.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6310-RDCRWA-S03,4.00,5.00,0.00,35.00,4.00,August,18.00,4.00,3.00,0.00,5.00,2.00,0.00,50.00,3.91,3.00,8.40,0.49,-0.71,3.71,1.31,0.00,2.00,0.00,-1.00,-1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,7.00,2.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,4.00,3.00,20.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,9.00,3.00,1.00,0.00,1.00,2.00,1.00,4.00,0.00,8.00,3.00,4.00,4.00,3.00,0.00,7.00,3.00,11.00,224.36,2.00,34.05,1.00,1.00,30.00,1.00,12.60,2.53,375.95,5.93,1.00,33.50,3.51,990.35,6.90,1.00,41.65,3.73,1201.75,7.09,1.00,17.75,2.88,535.00,6.28,1.00,29.15,3.37,791.35,6.67,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,21.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
5875-LSAGSD-2V5,5.00,4.00,1.00,44.00,4.00,August,11.00,1.00,1.00,1.00,10.00,3.00,0.00,72.00,4.28,3.00,2.50,0.42,-0.88,1.38,0.33,0.00,2.00,1.00,13.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,14.00,3.00,4.00,1.00,1.00,37.40,2.00,1.00,0.00,1.00,1.00,25.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,9.00,6.00,0.00,1.00,1.00,2.00,2.00,4.00,1.00,26.00,5.00,5.00,3.00,3.00,1.00,15.00,4.00,8.00,287.96,3.00,139.41,1.00,1.00,55.00,1.00,10.10,2.31,582.15,6.37,1.00,30.75,3.43,1744.90,7.46,0.00,0.00,#NULL!,0.00,#NULL!,1.00,32.75,3.49,1760.00,7.47,1.00,47.75,3.87,2577.75,7.85,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00
0871-WPZJPL-UJP,2.00,1.00,0.00,41.00,4.00,July,15.00,3.00,2.00,1.00,4.00,2.00,0.00,39.00,3.66,2.00,11.80,1.90,0.64,2.70,0.99,1.00,5.00,0.00,-1.00,-1.00,1.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,1.00,1.00,17.00,4.00,3.00,1.00,1.00,13.40,1.00,0.00,1.00,1.00,1.00,17.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,0.00,0.00,0.00,4.00,2.00,4.00,0.00,17.00,5.00,2.00,4.00,3.00,0.00,10.00,3.00,9.00,306.79,2.00,61.68,0.00,1.00,28.00,1.00,9.65,2.27,271.85,5.61,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,13.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
9872-RSYZHI-NQ9,3.00,1.00,1.00,51.00,5.00,September,11.00,1.00,1.00,0.00,13.00,4.00,0.00,91.00,4.51,4.00,9.80,4.40,1.48,4.52,1.51,0.00,3.00,1.00,8.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,11.00,3.00,3.00,1.00,0.00,39.20,2.00,0.00,0.00,1.00,1.00,11.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,9.00,7.00,1.00,0.00,1.00,3.00,1.00,4.00,0.00,4.00,2.00,1.00,4.00,4.00,0.00,4.00,2.00,10.00,599.03,4.00,212.58,1.00,2.00,5.00,0.00,4.80,1.57,22.20,3.10,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,16.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
